Lon,Lat,Clave,Edo,Est,Tmin,Tmax,Año,Mes
-101.21,28.4,SANTACECILIA,COAH,Santa Cecilia Coah. SMN*,2.5,17.2,2024,1
-100.84,28.34,ADLCL,COAH,Allende Coah.,3.6,17.5,2024,1
-101.02,25.38,SALTILLOob,COAH,Observatorio de Saltillo Coah. SMN*,6.0,21.7,2024,1
-103.87,19.17,LAECM,COL,La Esperanza Col.,14.5,34.8,2024,1
-103.73,18.76,CDOCM,COL,Cerro de Ortega Col.,17.9,33.5,2024,1
-103.77,18.81,LDACM,COL,Laguna de Amela Col.,19.1,33.5,2024,1
-103.87,18.91,TCMCM,COL,Tecomï¿½n Col.,18.0,33.9,2024,1
-103.8,19.21,CQMCM,COL,Coquimatlï¿½n Col.,18.4,33.0,2024,1
-103.73,19.22,LPSCM,COL,La Posta Col.,17.3,32.7,2024,1
-104.1,18.94,RDRCM,COL,Radar Col.,20.3,34.6,2024,1
-103.81,19.33,PNTCM,COL,Peï¿½itas Col.,18.5,34.7,2024,1
-103.6,19.32,CUACM,COL,Cuauhtï¿½moc Col.,17.3,31.3,2024,1
-104.32,19.04,MNZCM,COL,Observatorio de Manzanillo Col.,22.5,29.8,2024,1
-103.88,19.11,DJLCM,COL,Presa derivadora Jala Col.,16.4,32.8,2024,1
-103.61,19.25,BVSCM,COL,Buenavista Col.,15.1,33.3,2024,1
-104.56,19.15,MMZO,COL,Aeropuerto Internacional de Manzanillo-Costalegre Col.*,20.8,28.1,2024,1
-103.58,19.28,MMIA,COL,Aeropuerto Nacional de Colima Col.*,19.5,27.6,2024,1
-110.95,18.73,ISOCORROMAR,COL,Isla Socorro Col. SEMAR*,21.3,27.6,2024,1
-103.73,19.23,COLIMAob,COL,Observatorio de Colima Col. SMN*,17.0,32.2,2024,1
-104.56,25.18,RDODR,DGO,Rodeo Dgo.,0.9,22.5,2024,1
-102.78,24.63,SJGDR,DGO,San Juan de Guadalupe Dgo.,5.7,23.3,2024,1
-104.75,23.96,GVCDR,DGO,Presidente Guadalupe Victoria Dgo.,3.9,21.7,2024,1
-104.67,24.03,DRGDR,DGO,Durango Dgo.,4.1,24.7,2024,1
-104.12,24.44,CGVDR,DGO,Ciudad Guadalupe Victoria Dgo.,3.2,21.3,2024,1
-104.75,24.5,CNTDR,DGO,Canatlï¿½n Dgo.,0.8,24.4,2024,1
-104.81,24.54,CBRDR,DGO,Caboraca Dgo.,3.6,21.3,2024,1
-103.7,24.87,CNCDR,DGO,Cuencamï¿½ Dgo.,9.8,25.8,2024,1
-105.42,25.04,SPPDR,DGO,Santiago Papasquiaro Dgo.,2.9,23.9,2024,1
-105.44,25.22,SACDR,DGO,Salomï¿½ Acosta Dgo.,-1.7,22.5,2024,1
-103.77,25.27,FZRDR,DGO,Francisco Zarco Dgo.,6.2,25.5,2024,1
-103.52,25.53,CLRDR,DGO,Ciudad Lerdo Dgo.,5.8,21.6,2024,1
-103.85,25.82,MPMDR,DGO,Mapimï¿½ Dgo.,4.4,22.0,2024,1
-104.93,26.24,VHGDR,DGO,Villa Hidalgo Dgo.,0.7,22.6,2024,1
-105.5,26.44,VILLAOCAMPO,DGO,Villa Ocampo Dgo. SMN*,-1.8,21.5,2024,1
-104.66,24.2,PAGDR,DGO,Peï¿½a del ï¿½guila Dgo.,4.0,23.6,2024,1
-104.28,25.08,SLCDR,DGO,San Luis del Cordero Dgo.,2.3,21.4,2024,1
-103.98,23.74,VGCDR,DGO,Vicente Guerrero Dgo.,2.5,22.3,2024,1
-104.92,24.8,GUADR,DGO,Guatimapï¿½ Dgo.,-4.5,23.5,2024,1
-104.25,23.39,MICHILIA,DGO,La Michilia Dgo. SMN*,-2.8,18.4,2024,1
-105.47,24.19,LVEDR,DGO,Las Vegas Dgo. SMN*,-4.8,17.3,2024,1
-103.98,26.55,LAFLOR,DGO,La Flor de Jimulco Dgo. SMN*,2.5,21.0,2024,1
-103.75,26.69,MAPIMI,DGO,Mapimï¿½ Dgo. SMN*,4.7,21.8,2024,1
-106.98,24.93,TMZDR,DGO,Tamazula Dgo.,11.9,31.9,2024,1
-105.72,25.34,TLHDR,DGO,Observatorio de Tepehuanes Dgo.,-2.3,22.5,2024,1
-106.7,25.35,LHRDR,DGO,La Huerta Dgo.,12.1,25.0,2024,1
-105.96,25.93,GNCDR,DGO,Guanacevï¿½ Dgo.,-3.8,17.8,2024,1
-104.53,24.13,MMDO,DGO,Aeropuerto Internacional de Durango Dgo.*,2.1,22.6,2024,1
-106.54,24.7,TDRDR,DGO,El Tule del Real Dgo.,13.8,31.7,2024,1
-104.07,25.26,AM2DR,DGO,Agustï¿½n Melgar Dgo. SMN*,0.3,25.2,2024,1
-104.75,23.52,LBYDR,DGO,Las Bayas Dgo.,-2.5,21.6,2024,1
-102.78,24.64,SJGUADALUPE,DGO,San Juan de Guadalupe Dgo. SMN*,2.5,24.2,2024,1
-104.6,24.09,DURANGOob,DGO,Observatorio de Durango Dgo. SMN*,4.2,24.1,2024,1
-100.52,18.08,AFIGR,GRO,Andrï¿½s Figueroa Gro.,19.7,36.0,2024,1
-99.61,18.55,TAXGR,GRO,Taxco Gro.,14.0,26.8,2024,1
-98.41,16.47,CNLGR,GRO,Cuajinicuilapa Gro.,23.4,33.9,2024,1
-98.43,16.68,OMEGR,GRO,Ometepec Gro.,19.9,35.0,2024,1
-99.91,16.85,ACAGR,GRO,Acapulco Gro.,24.8,31.3,2024,1
-100.47,17.14,SJEGR,GRO,San Jerï¿½nimo Gro.,22.8,32.0,2024,1
-99.53,17.17,TCOGR,GRO,Tierra Colorada Gro.,15.5,28.8,2024,1
-100.43,17.21,ATYGR,GRO,Atoyac Gro.,21.7,36.2,2024,1
-101.05,17.38,CYQGR,GRO,Coyuquilla Gro.,19.5,31.8,2024,1
-99.45,17.48,PETGR,GRO,Petaquillas Gro.,12.0,28.8,2024,1
-98.6,17.5,TLPGR,GRO,Tlapa Gro.,13.4,33.2,2024,1
-99.5,17.55,CHIGR,GRO,Chilpancingo Gro.,13.0,28.6,2024,1
-99.4,17.57,TXTGR,GRO,Tixtla Gro.,12.5,30.3,2024,1
-99.5,17.6,ODZGR,GRO,Observatorio de Zumpango Gro.,16.8,28.2,2024,1
-99.18,17.61,CHLGR,GRO,Chilapa Gro.,8.6,27.7,2024,1
-99.98,17.79,TLAGR,GRO,Tlacotepec Gro.,9.7,19.1,2024,1
-101.55,17.65,ZHTGR,GRO,Zihuatanejo Gro.,23.8,36.4,2024,1
-99.55,18.35,IGLGR,GRO,Iguala Gro.,16.3,32.2,2024,1
-100.66,18.36,CALGR,GRO,Ciudad Altamirano Gro.,16.8,35.6,2024,1
-101.0,18.42,LCLGR,GRO,La Calera Gro.,9.0,32.6,2024,1
-99.4,18.46,BVSGR,GRO,Buena Vista Gro.,13.4,29.7,2024,1
-99.47,18.3,VTRGR,GRO,Valerio Trujano Gro.,16.1,36.6,2024,1
-98.74,17.78,OLNGR,GRO,Olinalï¿½ Gro.,13.1,33.0,2024,1
-99.52,17.58,AERGR,GRO,Observatorio de Chilpancingo Aeropuerto Gro.,14.8,29.7,2024,1
-98.49,17.9,XXHGR,GRO,Xochihuehuetlï¿½n Gro.,12.9,34.1,2024,1
-99.76,16.76,MMAA,GRO,Aeropuerto Internacional de Acapulco Gro.*,23.0,30.5,2024,1
-101.46,17.61,MMZH,GRO,Aeropuerto Internacional de Ixtapa-Zihuatanejo Gro.*,21.1,31.9,2024,1
-101.55,17.64,ZIHUATANEJO,GRO,Zihuatanejo Gro. SMN*,26.2,35.0,2024,1
-99.52,18.36,IGUALA,GRO,Iguala Gro. SMN*,15.9,34.5,2024,1
-99.7,17.67,CCHGR,GRO,Chichihualco Gro.,10.7,31.7,2024,1
-100.66,18.35,CA2GR,GRO,Ciudad Altamirano Gro. SMN*,18.9,37.5,2024,1
-98.97,16.61,COPGR,GRO,Copala Gro.,21.9,32.0,2024,1
-98.5,16.66,QTZGR,GRO,Quetzala Gro.,18.2,33.5,2024,1
-99.48,16.8,SNMGR,GRO,San Marcos Gro.,11.7,37.0,2024,1
-100.02,16.96,LDCGR,GRO,Laguna de Coyuca Gro.,22.5,29.1,2024,1
-99.37,17.47,MCHGR,GRO,Mochitlï¿½n Gro.,15.4,31.1,2024,1
-99.93,17.6,YXTGR,GRO,Yextla Gro.,11.1,25.5,2024,1
-98.51,17.62,IXTGR,GRO,Ixcateopan de Tlapa Gro.,15.1,35.3,2024,1
-99.66,18.25,COCGR,GRO,Cocula Gro.,13.0,31.3,2024,1
-99.91,16.82,ACAPULCOMAR,GRO,Acapulco Gro. SEMAR*,25.1,32.2,2024,1
-99.5,17.55,CHILPANCINGOob,GRO,Observatorio de Chilpancingo Gro. SMN*,14.0,30.2,2024,1
-101.47,21.07,COMGJ,GTO,Comanjilla Gto.,8.6,23.5,2024,1
-101.22,21.48,SFEGJ,GTO,San Felipe Gto.,4.0,20.8,2024,1
-100.36,20.2,CORGJ,GTO,Coroneo Gto.,2.4,21.9,2024,1
-101.11,21.32,LQMGJ,GTO,La Quemada Gto.,2.5,21.4,2024,1
-100.5,21.22,POZGJ,GTO,Pozos Gto.,5.3,19.1,2024,1
-100.75,20.58,SMOGJ,GTO,San Miguel Octopan Gto.,4.7,21.3,2024,1
-100.71,20.03,ACNGJ,GTO,Acï¿½mbaro Gto.,7.4,26.1,2024,1
-100.67,20.06,SLSGJ,GTO,Solï¿½s Gto.,7.4,25.3,2024,1
-100.9,20.28,ECBGJ,GTO,El Cubo Gto.,4.4,24.8,2024,1
-100.89,20.22,SLVGJ,GTO,Salvatierra Gto.,7.0,26.1,2024,1
-101.07,20.29,LDYGJ,GTO,Laguna de Yuriria Gto.,5.9,22.1,2024,1
-101.07,20.3,SRTGJ,GTO,Santa Rita Gto.,6.0,27.8,2024,1
-101.18,20.38,VDSGJ,GTO,Valle de Santiago Gto.,8.8,24.9,2024,1
-101.54,20.45,ABSGJ,GTO,Abasolo Gto.,9.9,25.1,2024,1
-101.74,20.44,GLNGJ,GTO,La Golondrina Gto.,11.7,24.5,2024,1
-100.62,20.45,APSGJ,GTO,Apaseo el Alto Gto.,9.9,26.2,2024,1
-100.96,20.49,CRTGJ,GTO,Cortï¿½zar Gto.,9.5,25.8,2024,1
-101.63,20.5,ATBGJ,GTO,Agua Tibia Gto.,9.0,26.4,2024,1
-101.11,20.52,PERGJ,GTO,Pericos Gto.,5.9,25.5,2024,1
-100.82,20.54,CLYGJ,GTO,Celaya Gto.,5.7,21.6,2024,1
-100.68,20.53,AEGGJ,GTO,Apaseo el Grande Gto.,7.1,24.5,2024,1
-100.58,20.55,AMCGJ,GTO,Ameche Gto.,6.1,24.2,2024,1
-101.2,20.57,SLMGJ,GTO,Salamanca Gto.,7.4,25.9,2024,1
-101.3,20.6,TEMGJ,GTO,Temascatï¿½o Gto.,1.3,18.4,2024,1
-101.67,20.62,CRMGJ,GTO,Cuerï¿½maro Gto.,10.0,26.5,2024,1
-101.84,20.68,LADGJ,GTO,Las Adjuntas Gto.,4.1,24.1,2024,1
-101.35,20.68,IRPGJ,GTO,Irapuato Gto.,11.4,27.3,2024,1
-101.37,20.72,ECNGJ,GTO,El Conejo Gto.,6.6,25.8,2024,1
-100.83,20.85,IALGJ,GTO,Ignacio Allende Gto.,6.5,24.4,2024,1
-101.29,20.87,PRSGJ,GTO,La Purï¿½sima Gto.,8.2,25.2,2024,1
-100.9,20.95,CSRGJ,GTO,Cinco Seï¿½ores Gto.,6.0,24.2,2024,1
-101.84,21.05,BRRGJ,GTO,El Barrial Gto.,5.3,24.6,2024,1
-101.69,21.14,LENGJ,GTO,Leï¿½n Gto.,10.5,24.9,2024,1
-100.93,21.15,DHGGJ,GTO,Dolores Hidalgo Gto.,6.6,22.5,2024,1
-101.68,21.17,EPLGJ,GTO,El Palote Gto.,7.9,24.2,2024,1
-101.67,21.2,CSTGJ,GTO,Los Castillos Gto.,7.7,25.2,2024,1
-100.09,21.3,XICGJ,GTO,Xichï¿½ Gto.,10.0,27.1,2024,1
-101.48,21.65,OCMGJ,GTO,Ocampo Gto.,5.4,21.0,2024,1
-100.88,20.4,LGVGJ,GTO,Presa la Gavia Gto.,3.8,25.0,2024,1
-101.24,20.87,ECHGJ,GTO,El Chapï¿½n Gto.,5.1,26.2,2024,1
-100.88,21.1,PNLGJ,GTO,Peï¿½uelitas Gto.,6.7,23.5,2024,1
-99.83,21.32,SGORDAII,GTO,Sierra Gorda 2 Gto. SMN*,8.8,21.7,2024,1
-101.27,21.01,GTOGJ,GTO,Observatorio de Guanajuato Gto.,8.3,23.8,2024,1
-101.02,20.4,SJLGJ,GTO,Santa Julia Gto.,6.3,25.6,2024,1
-101.48,20.99,MMLO,GTO,Aeropuerto Internacional de Guanajuato Gto.*,10.1,23.3,2024,1
-100.52,20.15,JCRGJ,GTO,Jerï¿½cuaro Gto.,5.7,24.3,2024,1
-101.37,20.71,ANSGJ,GTO,Arandas Gto.,6.8,25.8,2024,1
-100.67,20.05,SL2GJ,GTO,Solis Gto.,7.3,25.1,2024,1
-100.82,20.85,PALGJ,GTO,Presa Allende Gto. SMN*,8.0,24.0,2024,1
-101.25,21.02,GUANAJUATOob,GTO,Observatorio de Guanajuato Gto. SMN*,8.5,24.5,2024,1
-101.36,20.28,LJIGJ,GTO,Las Jï¿½camas Gto.,6.7,25.8,2024,1
-99.31,19.96,PRQHD,HGO,Requena Hgo.,5.1,25.5,2024,1
-98.75,20.12,PCOHD,HGO,Observatorio de Pachuca Hgo.,7.2,23.4,2024,1
-99.36,20.16,ENDHD,HGO,Endhï¿½ Hgo.,6.4,26.5,2024,1
-99.22,20.24,MXQHD,HGO,Mixquiahuala Hgo.,6.9,24.5,2024,1
-98.94,20.27,ACTHD,HGO,Actopan Hgo.,3.4,25.6,2024,1
-99.33,20.36,PRGHD,HGO,Javier Rojo Gï¿½mez Hgo.,6.2,24.9,2024,1
-99.38,20.44,PVAHD,HGO,Vicente Aguirre Hgo.,8.1,26.1,2024,1
-99.22,20.48,IXMHD,HGO,Ixmiquilpan Hgo.,8.0,24.7,2024,1
-98.76,20.59,LMTHD,HGO,Metztitlï¿½n Hgo.,10.7,28.8,2024,1
-98.65,20.65,ZXTHD,HGO,Zacualtipï¿½n Hgo.,8.1,22.7,2024,1
-99.5,20.66,ZMPHD,HGO,Ing. Fernando Hiriart Balderrama Hgo.,13.6,25.8,2024,1
-98.35,21.02,ATCHD,HGO,Atlapexco Hgo.,13.5,25.0,2024,1
-98.42,21.15,HJTHD,HGO,Huejutla Hgo.,13.0,24.9,2024,1
-98.72,20.19,ELCHICO,HGO,El Chico Hgo. SMN*,6.0,17.1,2024,1
-98.08,20.46,HHTHD,HGO,Huehuetla Hgo.,14.0,24.4,2024,1
-98.37,20.08,TLGHD,HGO,Observatorio de Tulancingo Hgo.,9.3,24.3,2024,1
-98.6,21.17,ORZHD,HGO,San Felipe Orizatlï¿½n Hgo.,13.6,23.6,2024,1
-99.71,20.32,HUICHAPAN,HGO,Huichapan Hgo. SMN*,7.0,24.4,2024,1
-98.47,19.73,ITESAAPAN,HGO,ITESA Apan Hgo. SMN*,3.6,22.1,2024,1
-103.42,20.44,TLAJOMULCO,JAL,Tlajomulco Jal. SMN*,6.9,25.6,2024,1
-104.57,19.23,CIHJL,JAL,Cihuatlï¿½n Jal.,19.5,33.5,2024,1
-103.2,20.29,LDCJL,JAL,Lago de Chapala Jal.,13.9,23.8,2024,1
-102.71,20.29,JMYJL,JAL,Jamay Jal.,6.5,24.7,2024,1
-103.09,20.4,ATQJL,JAL,Atequiza Jal.,7.5,27.4,2024,1
-104.05,20.55,RAMJL,JAL,Rï¿½o Ameca Jal.,7.2,27.3,2024,1
-103.32,20.58,TLAJL,JAL,Tlaquepaque Jal.,11.3,27.4,2024,1
-103.85,20.6,VEGJL,JAL,Ing. Santiago Camarena Jal.,7.1,29.1,2024,1
-103.35,20.68,GUAJL,JAL,Guadalajara Centro Jal.,9.9,24.5,2024,1
-102.5,21.3,SGRJL,JAL,San Gaspar de los Reyes Jal.,1.9,25.8,2024,1
-101.85,21.35,SAUJL,JAL,La Sauceda Jal.,4.1,24.8,2024,1
-101.92,21.36,LDMJL,JAL,Lagos de Moreno Jal.,5.2,24.6,2024,1
-102.58,21.45,TCAJL,JAL,Teocaltiche Jal.,5.6,25.9,2024,1
-101.74,21.5,CRTJL,JAL,El Cuarenta Jal.,2.9,24.9,2024,1
-102.44,21.6,AJJJL,JAL,Ajojï¿½car Jal.,0.7,27.1,2024,1
-102.77,19.29,CHLMC,JAL,Constituciï¿½n de Apatzingï¿½n Jal.,17.3,34.1,2024,1
-103.23,22.33,ACHZC,JAL,Achimec Jal.,1.6,25.3,2024,1
-103.72,22.41,BCSJL,JAL,Bocas Jal.,3.5,26.7,2024,1
-101.92,21.37,OLMJL,JAL,Observatorio de Lagos de Moreno Jal.,8.7,24.2,2024,1
-104.29,19.85,ELCJL,JAL,El Corcovado Jal.,14.6,31.9,2024,1
-104.78,20.48,CRNJL,JAL,Corrinchis Jal.,5.7,25.3,2024,1
-103.92,19.46,SMANANTLANI,JAL,Sierra Manatlï¿½n 1 Jal. SMN*,8.1,19.6,2024,1
-105.13,20.0,RIOTOMATLAN,JAL,Rï¿½o Tomatlï¿½n Jal. SMN*,20.1,30.1,2024,1
-103.2,20.29,CHAJL,JAL,Chapala 1 Jal. SMN*,14.7,22.9,2024,1
-103.47,19.7,CGZJL,JAL,Observatorio de Ciudad Guzmï¿½n Jal.,7.7,26.4,2024,1
-103.39,20.71,GUCJL,JAL,Observatorio de Guadalajara Jal.,8.6,26.8,2024,1
-103.65,20.47,HRTJL,JAL,Hurtado Jal.,5.9,26.6,2024,1
-105.13,20.0,CPEJL,JAL,Cajï¿½n de Peï¿½a Jal.,17.9,31.1,2024,1
-102.98,20.68,EGCJL,JAL,Ing. Elï¿½as Gonzï¿½lez Chï¿½vez Jal.,5.8,26.3,2024,1
-103.31,20.53,MMGL,JAL,Aeropuerto Internacional de Guadalajara Jal.*,7.9,25.3,2024,1
-105.25,20.68,MMPR,JAL,Aeropuerto Internacional de Puerto Vallarta Jal.*,17.9,26.8,2024,1
-104.37,19.98,TMLJL,JAL,Ramï¿½n Corona Madrigal General Jal.,6.8,25.5,2024,1
-103.2,22.17,TENJL,JAL,Tenasco Jal.,4.8,25.3,2024,1
-103.34,20.72,EXPJL,JAL,La Experiencia Jal.,8.4,26.5,2024,1
-104.15,19.55,SMANANTLANII,JAL,Sierra Manatlï¿½n 2 Jal. SMN*,7.6,16.5,2024,1
-103.59,19.59,NEVADOCOLIMA,JAL,Nevado de Colima Jal. SMN*,5.0,14.4,2024,1
-103.03,20.17,TZPJL,JAL,Tizapï¿½n Jal.,12.7,24.6,2024,1
-103.42,20.27,JOCJL,JAL,Jocotepec Jal. SMN*,11.0,24.0,2024,1
-103.45,20.75,BAZJL,JAL,Base Aï¿½rea Zapopan Jal.,7.8,24.8,2024,1
-104.06,19.91,BBAJL,JAL,Basilio Vadillo Jal.,11.0,33.2,2024,1
-103.25,22.13,CLTJL,JAL,Observatorio de Colotlï¿½n Jal.,5.8,26.2,2024,1
-103.39,20.71,COLJL2,JAL,Los Colomos Jal. SMN*,6.8,21.5,2024,1
-103.36,20.58,PITJL,JAL,Protecciï¿½n a Infraestructura y Atenciï¿½n a Emergencias Jal.,10.6,26.7,2024,1
-99.61,19.43,TROMX,MEX,Trojes Mï¿½x.,0.3,23.0,2024,1
-98.87,19.19,SLAMX,MEX,San Luis Ameca Mï¿½x.,6.8,22.4,2024,1
-99.28,19.45,PTLMX,MEX,Presa Totolica Mï¿½x.,3.2,21.2,2024,1
-99.78,19.46,PIRMX,MEX,Ignacio Ramï¿½rez Mï¿½x.,-1.4,19.5,2024,1
-99.7,19.47,SBBMX,MEX,Josï¿½ Antonio Alzate Mï¿½x.,-0.5,20.6,2024,1
-99.22,19.48,MBLMX,MEX,Molino Blanco Mï¿½x.,8.9,23.8,2024,1
-98.88,19.48,CHPMX,MEX,Chapingo Mï¿½x.,6.4,23.7,2024,1
-99.22,19.57,ARBMX,MEX,Las Arboledas Mï¿½x.,8.4,23.3,2024,1
-98.92,19.58,GRDMX,MEX,La Grande Mï¿½x.,8.7,23.1,2024,1
-99.19,19.62,OBSMX,MEX,San Martï¿½n Obispo Mï¿½x.,7.9,23.2,2024,1
-99.05,19.63,K27MX,MEX,km 27+250 Mï¿½x.,5.1,23.2,2024,1
-99.96,19.66,TPTMX,MEX,San Andrï¿½s Tepetitlï¿½n Mï¿½x.,2.6,18.9,2024,1
-99.3,19.7,CNPMX,MEX,La Concepciï¿½n Mï¿½x.,3.8,23.0,2024,1
-99.18,19.74,PCGMX,MEX,Puente Colgante Mï¿½x.,2.3,23.5,2024,1
-99.56,19.88,DNXMX,MEX,Danxhï¿½ Mï¿½x.,2.3,23.6,2024,1
-99.86,20.04,PNDMX,MEX,ï¿½adï¿½ Mï¿½x.,1.4,21.4,2024,1
-99.7,20.05,HPNMX,MEX,Huapango Mï¿½x.,2.2,19.9,2024,1
-99.74,20.12,PMNMX,MEX,El Molino Mï¿½x.,3.1,19.6,2024,1
-98.91,19.53,SADMX,MEX,San Andrï¿½s Mï¿½x.,6.7,23.5,2024,1
-98.91,19.54,ATEMX,MEX,Atenco Mï¿½x.,6.4,24.1,2024,1
-99.39,19.83,TXMHD,MEX,Taxhimay Mï¿½x.,4.7,28.7,2024,1
-99.8,19.63,SMLMX,MEX,Santa Marï¿½a del Llano Mï¿½x.,1.5,22.4,2024,1
-99.79,19.83,PFBMX,MEX,Francisco Josï¿½ Trinidad Fabela Mï¿½x.,1.7,21.1,2024,1
-99.94,18.93,TESMX,MEX,Texcaltitlï¿½n Mï¿½x.,4.3,20.8,2024,1
-99.8,19.34,TBRMX,MEX,Tres Barrancas Mï¿½x.,-0.4,20.7,2024,1
-99.91,19.86,TJCMX,MEX,El Tejocote Mï¿½x.,1.2,21.5,2024,1
-99.74,19.59,SLBMX,MEX,San Bartolo del Llano Mï¿½x.,0.4,17.4,2024,1
-99.68,19.12,NEVMX,MEX,Nevado de Toluca Mï¿½x. SMN*,1.9,8.7,2024,1
-99.27,19.52,PREMX,MEX,Presa Madï¿½n Mï¿½x. SMN*,5.9,22.3,2024,1
-99.42,18.99,OCUMX,MEX,Ocuilï¿½n de Arteaga Mï¿½x,5.5,22.6,2024,1
-99.63,19.29,COBMX,MEX,Observatorio de Toluca Mï¿½x.,1.3,22.4,2024,1
-100.08,19.38,VALLEDEBRAVO,MEX,Valle de Bravo Mï¿½x. SMN*,0.2,20.3,2024,1
-99.28,19.45,TTLMX,MEX,Totolica hidromï¿½trica Mï¿½x.,8.3,22.7,2024,1
-99.12,19.9,TTQMX,MEX,Tajo de Tequixquiac Mï¿½x,3.1,22.4,2024,1
-98.66,19.12,ALTZOMONI,MEX,Altzomoni Mï¿½x SMN*,1.5,11.0,2024,1
-99.57,19.34,MMTO,MEX,Aeropuerto Internacional de Toluca Edo. de Mï¿½x.*,2.4,20.2,2024,1
-99.25,19.64,GDLMX,MEX,Sierra de Guadalupe Mï¿½x.,7.4,18.7,2024,1
-99.24,19.45,EMOMX,MEX,El Molinito Rï¿½o Hondo Mï¿½x.,7.7,25.7,2024,1
-99.52,19.57,CCAMX,MEX,Cerro Catedral Mï¿½x. SMN*,2.3,12.5,2024,1
-99.87,19.78,ATLMX,MEX,Atlacomulco Mï¿½x. SMN*,4.8,20.7,2024,1
-100.14,19.31,DONATOGUERRA,MEX,Donato Guerra Mex. SMN*,6.0,16.0,2024,1
-98.97,19.48,CEMCASob,MEX,Observatorio CEMCAS Mï¿½x. SMN*,8.8,20.6,2024,1
-99.24,19.47,CCHN,MEX,Colegio de Ciencias y Humanidades Naucalpan Mï¿½x. UNAM*,10.5,24.1,2024,1
-98.86,19.64,SNLMX,MEX,San Lucas Mï¿½x,3.7,23.9,2024,1
-99.01,19.75,MMSM,MEX,Aeropuerto Internacional Felipe ï¿½ngeles Mï¿½x.,5.3,23.6,2024,1
-99.71,19.29,TOLUCAob,MEX,Observatorio de Toluca Mï¿½x. SMN*,2.7,20.4,2024,1
-101.88,18.27,INFMC,MICH,Infiernillo Mich.,19.7,34.5,2024,1
-101.93,18.92,ZICMC,MICH,Zicuirï¿½n Mich.,17.8,33.8,2024,1
-102.37,19.08,APTMC,MICH,Apatzingï¿½n Mich.,15.6,32.8,2024,1
-102.87,19.21,LOLMC,MICH,Los Olivos Mich.,16.3,33.5,2024,1
-101.45,19.55,VJIMC,MICH,Villa Jimï¿½nez Mich.,3.4,25.7,2024,1
-100.61,19.58,AGOMC,MICH,Agostitlï¿½n Mich.,3.8,19.4,2024,1
-101.26,19.63,COIMC,MICH,Coï¿½ntzio Mich.,6.0,22.5,2024,1
-100.55,19.7,CHIMC,MICH,Ciudad Hidalgo Mich.,5.7,21.9,2024,1
-100.87,19.83,MLPMC,MICH,Malpaï¿½s Mich.,6.6,23.9,2024,1
-102.65,19.84,SJUMC,MICH,San Juanico Mich.,8.1,26.1,2024,1
-102.14,19.96,UREMC,MICH,Urepetiro Mich.,2.9,23.3,2024,1
-100.23,20.0,TEPMC,MICH,Tepuxtepec Mich.,5.5,21.6,2024,1
-101.72,20.13,ANGMC,MICH,Angamacutiro Mich. SMN*,9.4,25.4,2024,1
-101.72,20.13,MOCMC,MICH,Melchor Ocampo Mich.,8.3,26.7,2024,1
-101.86,20.21,CORMC,MICH,Corrales Mich.,7.0,26.9,2024,1
-102.44,20.3,DGNMC,MICH,De Gonzalo Mich.,10.8,28.7,2024,1
-102.24,20.34,YURMC,MICH,Yurï¿½cuaro Mich.,8.4,28.0,2024,1
-102.0,20.35,LPDMC,MICH,La Piedad Mich.,6.6,30.2,2024,1
-102.6,19.96,JARMC,MICH,Jaripo Mich.,6.5,30.5,2024,1
-102.54,19.98,GUAMC,MICH,Guaracha Mich.,7.2,30.9,2024,1
-102.42,20.18,BIBMC,MICH,Barraje de Ibarra Mich.,5.6,25.4,2024,1
-102.46,20.21,SCRMC,MICH,San Cristï¿½bal Mich.,5.8,26.4,2024,1
-101.18,19.69,MORMC,MICH,Observatorio de Morelia Mich.,8.1,26.8,2024,1
-102.28,20.01,ZAMMC,MICH,Observatorio de Zamora Mich.,7.5,27.4,2024,1
-102.04,19.4,MMPN,MICH,Aeropuerto Internacional de Uruapan Mich.*,11.5,22.7,2024,1
-101.03,19.85,MMMM,MICH,Aeropuerto Internacional de Morelia Mich.*,5.1,24.5,2024,1
-102.37,19.08,APAMC,MICH,Apatzingï¿½n Mich. SMN*,17.4,34.5,2024,1
-101.99,20.23,ADUMC,MICH,Adjuntas Mich.,2.6,21.9,2024,1
-102.08,19.42,URUAPAN,MICH,Uruapan Mich. SMN*,8.0,24.1,2024,1
-100.29,19.54,MMONII,MICH,Mariposa Monarca 2 Mich. SMN*,2.7,16.1,2024,1
-102.18,17.94,LCARDENASMAR,MICH,Lï¿½zaro Cï¿½rdenas Mich. SEMAR*,21.7,31.6,2024,1
-100.68,19.62,PUCMC,MICH,Pucuato Mich.,1.4,23.1,2024,1
-99.1,18.79,TICMR,MOR,Ticumï¿½n Mor.,12.3,32.1,2024,1
-99.04,18.58,SPHMR,MOR,San Pablo Hidalgo Mor.,12.9,34.9,2024,1
-99.19,18.53,XICMR,MOR,Xicatlacotla Mor.,12.5,33.8,2024,1
-99.38,18.6,AMCMR,MOR,Amacuzac Mor.,10.4,32.4,2024,1
-99.2,18.6,JOJMR,MOR,Jojutla Mor.,13.3,34.0,2024,1
-99.42,18.61,HUAMR,MOR,Huajintlï¿½n Mor.,13.3,32.9,2024,1
-98.8,18.7,JNCMR,MOR,Jonacatepec Mor.,13.0,30.0,2024,1
