Lon,Lat,Clave,Edo,Est,Tmin,Tmax,Año,Mes
-98.14,18.94,AFRPB,PUE,Africam Pue.,15.0,24.3,2024,9
-97.42,19.45,ACHPB,PUE,Alchichica Pue.,9.2,22.2,2024,9
-100.37,20.57,GHQQT,QRO,Gerencia Hidalgo Qro.,17.0,28.2,2024,9
-99.96,20.2,IDFQT,QRO,San Ildefonso Qro.,13.6,22.1,2024,9
-100.0,20.36,SJSQT,QRO,San Josï¿½ Qro.,15.8,27.4,2024,9
-100.08,20.42,CNSQT,QRO,Constituciï¿½n de 1917 Qro.,16.1,27.6,2024,9
-100.41,20.5,BATQT,QRO,El Batï¿½n Qro.,15.6,27.1,2024,9
-100.45,20.54,EPUQT,QRO,El Pueblito Qro.,17.9,27.9,2024,9
-100.37,20.57,OBSQT,QRO,Observatorio de Querï¿½taro Qro.,16.6,27.7,2024,9
-100.45,20.7,JRQQT,QRO,Juriquilla Qro.,16.3,28.8,2024,9
-99.82,21.06,PMLQT,QRO,Peï¿½amiller Qro.,19.2,32.3,2024,9
-99.48,21.23,JLPQT,QRO,Jalpan Qro.,20.6,32.9,2024,9
-100.19,20.62,MMQT,QRO,Aeropuerto Intercontinental de Querï¿½taro Qro.*,15.2,25.4,2024,9
-100.28,20.39,HUIQT,QRO,Huimilpan Qro. SMN*,13.1,22.9,2024,9
-99.17,21.5,SGORDAI,QRO,Sierra Gorda 1 Qro. SMN*,16.8,28.1,2024,9
-99.47,21.21,PJALPAN,QRO,Presa Jalpan Qro. SMN*,20.5,30.8,2024,9
-87.49,21.1,KANTUNILKIN,QROO,Kantunilkï¿½n Q. Roo. SMN*,24.4,34.1,2024,9
-86.95,20.51,COZQR,QROO,Cozumel Q. Roo.,27.0,36.0,2024,9
-86.82,21.16,CANQR,QROO,Cancï¿½n Q. Roo.,27.3,35.5,2024,9
-88.7,19.75,JMORELOS,QROO,Josï¿½ Marï¿½a Morelos Q. Roo. SMN*,24.6,34.9,2024,9
-86.78,21.07,CNCQR,QROO,Cancï¿½n Radar Q. Roo. SMN*,25.8,34.0,2024,9
-88.33,18.5,CHOQR,QROO,Observatorio de Chetumal Q. Roo.,26.7,34.3,2024,9
-88.04,19.58,FCRQR,QROO,Observatorio de Felipe Carrillo Puerto Q. Roo.,22.3,36.0,2024,9
-87.08,20.63,PDCQR,QROO,Playa del Carmen Q. Roo.,24.2,33.4,2024,9
-88.32,18.51,MMCM,QROO,Aeropuerto Internacional de Chetumal Q. Roo.*,25.5,32.5,2024,9
-86.93,20.51,MMCZ,QROO,Aeropuerto Internacional de Cozumel Q. Roo.*,25.5,32.2,2024,9
-86.87,21.04,MMUN,QROO,Aeropuerto Internacional de Cancï¿½n Q. Roo.*,25.0,32.4,2024,9
-88.33,18.5,CHETUMALob,QROO,Observatorio de Chetumal Q. Roo. SMN*,26.0,34.4,2024,9
-87.3,18.76,CHINCHORROMAR,QROO,Banco Chinchorro Q. Roo. SEMAR*,27.8,33.9,2024,9
-87.47,20.13,SIAQR,QROO,Sian Ka an 2 Q. Roo. SMN*,24.2,33.6,2024,9
-86.96,20.51,COZUMELmar,QROO,Cozumel Q. Roo SEMAR*,27.5,33.0,2024,9
-88.92,18.46,NICOLASBRAVO,QROO,Nicolï¿½s Bravo Q. Roo. SMN*,23.8,33.7,2024,9
-107.06,24.75,VINSI,SIN,Vinoramas Sin.,23.3,38.8,2024,9
-107.76,25.12,RAVSI,SIN,Estaciï¿½n Rancho Viejo Sin.,24.8,37.0,2024,9
-105.85,23.09,TORSI,SIN,Las Tortugas Sin.,24.7,36.8,2024,9
-105.85,22.98,RSRSI,SIN,Rosario Sin.,25.2,38.4,2024,9
-106.25,23.35,SQRSI,SIN,Siqueros Sin.,24.2,35.8,2024,9
-106.47,23.56,QLTSI,SIN,Quelite Sin.,24.0,36.2,2024,9
-106.9,23.92,LCRSI,SIN,La Cruz Sin.,24.3,34.3,2024,9
-106.6,23.96,IXPSI,SIN,Ixpalino Sin.,22.6,37.7,2024,9
-106.81,24.57,JLPSI,SIN,Josï¿½ Lï¿½pez Portillo Sin.,23.5,35.9,2024,9
-107.44,24.63,OBSSI,SIN,Observatorio de Culiacï¿½n Sin.,25.3,37.6,2024,9
-107.1,24.45,SLRSI,SIN,San Lorenzo Sin.,23.6,39.6,2024,9
-107.4,24.82,CLCSI,SIN,Culiacï¿½n Sin.,25.0,36.9,2024,9
-107.47,25.03,AWSSI,SIN,Andrew Weiss Sin.,23.2,38.9,2024,9
-107.84,25.49,SJNSI,SIN,San Juan Sin.,22.6,39.4,2024,9
-107.54,25.33,BDRSI,SIN,Badiraguato Sin.,22.1,37.0,2024,9
-108.09,25.47,GMCSI,SIN,Guamï¿½chil Sin.,23.9,38.6,2024,9
-108.47,25.72,GSVSI,SIN,Guasave Sin.,26.7,37.5,2024,9
-108.36,25.74,ZOPSI,SIN,El Zopilote Sin.,25.2,39.2,2024,9
-109.0,25.8,MCHSI,SIN,Los Mochis Sin.,26.2,38.4,2024,9
-109.18,25.92,AHMSI,SIN,Ahome Sin.,25.0,37.4,2024,9
-109.3,25.97,HDZSI,SIN,Higuera de Zaragoza Sin.,24.0,37.9,2024,9
-108.78,26.07,SFRSI,SIN,Sufragio Sin.,24.3,39.7,2024,9
-109.33,26.1,CRRSI,SIN,El Carrizo Sin.,24.3,38.6,2024,9
-108.7,26.43,JORSI,SIN,Josefa Ortiz de Domï¿½nguez Sin.,22.6,39.5,2024,9
-108.62,26.43,EFTSI,SIN,El Fuerte Sin.,23.3,40.2,2024,9
-108.58,26.51,PMHSI,SIN,Miguel Hidalgo Sin.,23.0,40.7,2024,9
-107.16,24.81,SN2SI,SIN,Sanalona hidromï¿½trica Sin.,23.2,38.3,2024,9
-108.32,26.08,GB2SI,SIN,El Sabinal hidromï¿½trica Sin.,24.1,37.4,2024,9
-108.35,26.9,LD2SI,SIN,Huites hidromï¿½trica Sin.,23.1,42.2,2024,9
-106.4,23.23,MZTSI,SIN,Observatorio de Mazatlï¿½n Sin.,27.1,34.2,2024,9
-106.7,24.12,SLTSI,SIN,Ing. Aurelio Benassini Vizcaï¿½no Sin.,24.7,33.8,2024,9
-108.33,26.74,CHXSI,SIN,Observatorio de Choix Sin.,21.7,40.0,2024,9
-106.27,23.17,MMMZ,SIN,Aeropuerto Internacional de Mazatlï¿½n Sin.*,25.3,33.8,2024,9
-109.08,25.69,MMLM,SIN,Aeropuerto Internacional de Los Mochis Sin.*,25.9,33.7,2024,9
-108.48,25.81,ENASI,SIN,Estaciï¿½n Naranjo Sin.,24.7,38.6,2024,9
-107.84,25.49,SANJUAN,SIN,San Juan Sin. SMN*,23.4,37.4,2024,9
-106.65,24.05,ACTSI,SIN,Acatitï¿½n Sin.,20.7,36.8,2024,9
-107.38,25.09,AL2SI,SIN,El Varejonal hidromï¿½trica Sin.,23.5,38.3,2024,9
-109.07,25.59,TOPOLOBAMPOMAR,SIN,Topolobampo Sin. SEMAR*,27.5,34.3,2024,9
-107.22,25.34,GTNSI,SIN,Guatenipa Sin.,22.3,36.1,2024,9
-107.91,25.86,GD2SI,SIN,Bacurato hidromï¿½trica de Gustavo Diaz Ordï¿½z Sin.,20.3,35.2,2024,9
-106.41,23.2,MAZATLANmar,SIN,Mazatlï¿½n Sin. SEMAR*,27.3,33.2,2024,9
-107.47,24.76,MMCL,SIN,Aeropuerto Internacional Federal de Culiacï¿½n Sin.*,25.7,35.3,2024,9
-108.7,25.7,ARCSI,SIN,Adolfo Ruiz Cortines Sin.,24.1,36.3,2024,9
-98.86,21.25,TBLSL,SLP,Tierra Blanca S.L.P.,25.1,34.5,2024,9
-98.62,21.69,SVTSL,SLP,San Vicente S.L.P.,23.7,34.8,2024,9
-98.96,21.75,BLMSL,SLP,Ballesmi S.L.P.,24.3,34.1,2024,9
-98.94,21.85,PUJSL,SLP,El Pujal S.L.P.,24.3,36.2,2024,9
-99.24,21.91,GANSL,SLP,Gallinas S.L.P.,22.8,34.4,2024,9
-99.16,22.12,MICSL,SLP,Micos S.L.P.,21.1,32.0,2024,9
-101.0,22.2,SGRSL,SLP,Soledad Graciano S.L.P.,16.3,26.2,2024,9
-100.64,23.66,MATSL,SLP,Matehuala S.L.P.,14.8,31.7,2024,9
-98.56,21.97,AJTSL,SLP,Las Adjuntas S.L.P.,23.5,34.4,2024,9
-100.67,23.65,MA2SL,SLP,Matehuala S.L.P. SMN*,16.7,28.5,2024,9
-98.8,21.33,MTPSL,SLP,Observatorio de Matlapa S.L.P.,23.9,33.3,2024,9
-100.0,21.93,RVDSL,SLP,Observatorio de Rï¿½o Verde S.L.P.,19.9,32.5,2024,9
-101.02,22.15,SLPSL,SLP,Observatorio de San Luis Potosï¿½ S.L.P.,14.2,26.8,2024,9
-100.93,22.26,MMSP,SLP,Aeropuerto Internacional de San Luis Potosï¿½ S.L.P.*,15.4,25.6,2024,9
-99.06,22.02,STRSL,SLP,Santa Rosa S.L.P.,23.4,35.4,2024,9
-100.94,21.81,GOGORRON,SLP,Gogorrï¿½n S.L.P. SMN*,15.3,27.7,2024,9
-100.02,21.94,CDFERNANDEZ,SLP,Ciudad Fernï¿½ndez S.L.P. SMN*,21.6,33.5,2024,9
-100.98,22.18,SLPOTOSIob,SLP,Observatorio de San Luis Potosi S.L.P. SMN*,15.1,27.0,2024,9
-100.0,21.92,RIOVERDEob,SLP,Observatorio de Rï¿½o Verde S.L.P. SMN*,19.9,32.6,2024,9
-100.76,21.85,OCTSL,SLP,Ojo Caliente S.L.P.,13.6,29.4,2024,9
-110.29,30.98,CNNSO,SON,Cananea Son.,16.6,33.6,2024,9
-108.76,26.6,CZNSO,SON,Cazanate Son.,22.4,40.9,2024,9
-109.44,27.07,NVJSO,SON,Navojoa Son.,23.7,40.0,2024,9
-108.88,27.41,SBNSO,SON,San Bernardo Son.,22.1,40.6,2024,9
-109.62,27.42,CCRSO,SON,Cocoraque Son.,21.1,39.8,2024,9
-109.21,27.66,TSOSO,SON,Tesocoma Son.,20.2,41.4,2024,9
-110.85,27.95,GYMSO,SON,Guaymas Son.,26.1,36.5,2024,9
-108.92,28.37,YC2SO,SON,Yï¿½cora Son. SMN*,11.4,30.5,2024,9
-108.93,28.37,YCRSO,SON,Yï¿½cora Son.,10.0,32.7,2024,9
-110.31,28.47,PTASO,SON,Punta de Agua 2 Son.,19.1,40.3,2024,9
-110.92,29.07,HM2SO,SON,Observatorio de Hermosillo Son.,24.5,42.6,2024,9
-110.93,29.07,HMNSO,SON,Hermosillo Son.,25.6,39.3,2024,9
-109.23,29.2,ECBSO,SON,El Cubil Son.,18.6,42.0,2024,9
-110.73,29.21,PMOSO,SON,Ing. Rodolfo Fï¿½lix Valdï¿½s Son.,23.4,42.1,2024,9
-110.74,29.47,CJNSO,SON,El Cajï¿½n Son.,24.3,40.3,2024,9
-110.23,29.82,ACNSO,SON,Aconchi Son.,18.8,38.3,2024,9
-111.02,30.05,QRBSO,SON,Querobabi Son.,19.0,40.1,2024,9
-109.09,30.07,ARISO,SON,Aribabi Son.,12.7,32.8,2024,9
-108.96,30.21,HSHSO,SON,Huachinera Son.,16.8,34.7,2024,9
-110.17,30.34,ARZSO,SON,Arizpe Son.,12.1,33.6,2024,9
-108.93,30.36,BCRSO,SON,Bacerac Son.,13.3,32.6,2024,9
-111.45,30.39,SRSSO,SON,Santa Rosa 2 Son.,22.3,37.9,2024,9
-109.38,30.44,LCDSO,SON,Lï¿½zaro Cï¿½rdenas Son.,23.3,38.4,2024,9
-112.12,30.7,PTQSO,SON,Pitiquito Son.,24.2,39.8,2024,9
-110.89,30.76,IMRSO,SON,Imuris Son.,13.9,34.7,2024,9
-111.52,30.87,CHTSO,SON,Cuauhtï¿½moc Son.,20.8,40.1,2024,9
-110.95,31.32,NGLSO,SON,Nogales Son.,20.3,33.8,2024,9
-112.85,31.87,NYNSO,SON,Sonoyta Son.,20.7,40.0,2024,9
-114.97,32.06,ENCINAS,SON,Encinas Johnson Son. REMAS*,19.9,41.4,2024,9
-109.14,26.46,TOTOLIBOQUI,SON,Totoliboqui Son. REMAS*,24.6,38.4,2024,9
-109.68,26.84,NAVOBAXIA,SON,Navobaxia Son. REMAS*,23.2,37.8,2024,9
-109.75,26.9,SAHUARALO,SON,Sahuaral de Otero Son. REMAS*,23.7,37.5,2024,9
-109.83,27.0,BLOCK2918,SON,Block 2918 Son. REMAS*,22.6,36.4,2024,9
-109.5,27.01,SEMAY,SON,Semay Son. REMAS*,23.3,38.7,2024,9
-109.42,27.07,CIASO,SON,Ciano Huatabampo Son.,22.9,39.0,2024,9
-109.48,27.11,CHIHUAHUITASO,SON,Chihuahuita Son. REMAS*,23.6,41.2,2024,9
-109.9,27.14,BLOCK2010,SON,Block 2010 Son. REMAS*,23.1,38.5,2024,9
-109.8,27.17,BLOCK1922,SON,Block 1922 Son. REMAS*,22.9,41.1,2024,9
-109.66,27.18,BLOCK1936,SON,Block 1936 Son. REMAS*,23.7,39.6,2024,9
-109.58,27.21,PUEBLO,SON,Pueblo Mayo Son. REMAS*,23.7,40.9,2024,9
-110.04,27.23,BLOCK1703,SON,Block 1703 Son. REMAS*,23.6,38.8,2024,9
-108.91,27.32,CASA,SON,Casa Colorada Son. REMAS*,21.7,42.7,2024,9
-110.02,27.32,BLOCK1101,SON,Block 1101 Son. REMAS*,23.5,38.8,2024,9
-109.81,27.39,BLOCK720,SON,Block 720 Son. REMAS*,23.8,39.6,2024,9
-110.34,27.4,BLOCK731,SON,Block 731 Son. REMAS*,23.2,38.0,2024,9
-110.22,27.46,BLOCK419,SON,Block 419 Son. REMAS*,23.8,38.9,2024,9
-109.13,27.47,ALGODONES,SON,Los Algodones Son. REMAS*,22.2,40.3,2024,9
-109.93,27.62,CORRAL,SON,Estaciï¿½n Corral  Son. REMAS*,22.5,39.5,2024,9
-110.29,27.64,VCMSO,SON,Vï¿½cam Son.,23.0,37.9,2024,9
-109.4,27.85,ROSARIO,SON,Rosario Tesopaco Son. REMAS*,18.3,39.8,2024,9
-110.55,28.0,CAMPO,SON,Campo Selza Son. REMAS*,24.1,39.2,2024,9
-110.93,28.0,BUENOS,SON,Buenos Aires Gym Son. REMAS*,24.3,38.2,2024,9
-110.66,28.12,SANTAMARIA,SON,Santa Marï¿½a Son. REMAS*,23.6,38.9,2024,9
-110.66,28.3,ORTIZ,SON,Ortï¿½z Son. REMAS*,22.9,39.8,2024,9
-110.51,28.37,TREINTA,SON,Las Treinta Son. REMAS*,23.2,40.3,2024,9
-111.32,28.68,PEANA,SON,Peaï¿½a Son. REMAS*,24.7,39.8,2024,9
-111.65,28.69,KINO,SON,Kino Son. REMAS*,23.4,37.8,2024,9
-111.47,28.74,FATIMA,SON,El Milagro de Fï¿½tima Son. REMAS*,23.8,39.5,2024,9
-111.56,28.84,SANTAELENAS,SON,Santa Elena Son. REMAS*,23.1,39.9,2024,9
-111.23,28.9,ABEJAS,SON,Abejas Son. REMAS*,24.0,40.7,2024,9
-110.18,28.94,MAZATAN,SON,Mazatï¿½n Son. REMAS*,18.4,40.5,2024,9
-111.13,28.96,BACHATA,SON,La Bachata Son. REMAS*,21.9,40.3,2024,9
-109.22,29.05,SAHUARIPA,SON,Sahuaripa Son. REMAS*,19.7,42.6,2024,9
-111.56,29.09,GREEN,SON,Green Stripe Son. REMAS*,23.6,41.2,2024,9
-109.99,29.12,MATAPE,SON,Mï¿½tape Son. REMAS*,19.1,38.2,2024,9
-110.93,29.39,TRACALITA,SON,Tracalita Son. REMAS*,19.8,39.4,2024,9
-110.31,29.44,URES,SON,Ures Son. REMAS*,17.9,40.1,2024,9
-110.93,29.55,SELVA,SON,Selva Son. REMAS*,20.2,39.7,2024,9
-108.97,29.69,NACORI,SON,Nï¿½cori Chico Son. REMAS*,15.3,38.2,2024,9
-112.06,29.78,SANTAADELA,SON,Santa Adela Son. REMAS*,21.9,38.5,2024,9
-110.21,29.97,BANAMICHI,SON,Banï¿½michi Son. REMAS*,14.1,39.0,2024,9
-109.79,30.19,CUMPAS,SON,Cumpas Son. REMAS*,17.2,39.3,2024,9
-108.92,30.39,BACERAC,SON,Bacerac Son. REMAS*,14.9,35.7,2024,9
-108.96,30.51,BAVISPE,SON,Bavispe Son. REMAS*,15.1,36.4,2024,9
-111.21,30.79,ALMAS,SON,Las Palmas Son. REMAS*,16.2,38.3,2024,9
-112.78,30.83,LOLEYTA,SON,Loleyta Son. REMAS*,23.3,38.9,2024,9
-112.03,31.0,CUCHUJAQUI,SON,Cuchujaqui Son. REMAS*,19.2,39.5,2024,9
-110.91,31.3,NOGALES,SON,Nogales Son. SMN*,20.4,33.7,2024,9
-113.3,31.68,PINACATE,SON,El Pinacate Son. SMN*,22.6,40.3,2024,9
-112.67,31.77,SONOYTAS,SON,Sonoyta Son. REMAS*,18.0,40.1,2024,9
-112.85,31.87,SONOYTA,SON,Sonoyta Son. SMN*,23.1,40.0,2024,9
-114.92,32.17,COLONIA,SON,Colonia Medano Son. REMAS*,20.1,41.1,2024,9
-115.01,32.25,VALENZUELA,SON,Rancho Valenzuela Son. REMAS*,21.4,41.0,2024,9
-114.87,32.33,PIVOTE,SON,Rancho El Pivote Son. REMAS*,22.5,41.2,2024,9
-114.85,32.44,MONUMENTOS,SON,Monumentos Son. REMAS*,22.3,41.4,2024,9
-109.6,26.82,HUATABAMPO,SON,Huatabampo Son. REMAS*,23.4,37.2,2024,9
-109.58,27.05,CHUCARIT,SON,Chucarit Son. REMAS*,23.2,39.4,2024,9
-110.29,27.4,BLOCK727,SON,Block 727 Son. INIFAP*,23.3,37.1,2024,9
-110.8,27.95,EPLSO,SON,Observatorio de Empalme Son.,25.2,38.1,2024,9
-109.08,29.43,PDNSO,SON,Paso Nï¿½cori Son.,20.6,41.9,2024,9
-111.83,30.71,ALTSO,SON,Observatorio de Altar Son.,20.8,40.7,2024,9
-113.55,31.35,PT2SO,SON,Observatorio de Puerto Peï¿½asco Son.,25.6,36.0,2024,9
-114.8,32.42,RCOLORADO,SON,San Luis Rï¿½o Colorado Son. SMN*,25.0,40.5,2024,9
-111.92,28.82,BAHIAKINO,SON,Bahï¿½a de Kino Son. SMN*,23.8,35.1,2024,9
-111.36,28.56,CUICHI,SON,Cuichi Son. REMAS*,23.8,38.4,2024,9
-110.96,29.91,QUEROBABI,SON,Querobabi Son. REMAS*,18.9,38.9,2024,9
-109.01,28.33,YECORAS,SON,Yï¿½cora Son. REMAS*,10.4,26.0,2024,9
-109.83,27.4,MMCN,SON,Aeropuerto Internacional de Ciudad Obregï¿½n Son.*,23.7,37.4,2024,9
-110.92,27.97,MMGM,SON,Aeropuerto Internacional de Guaymas Son.*,28.3,36.6,2024,9
-111.05,29.09,MMHO,SON,Aeropuerto Internacional de Hermosillo Son.*,27.1,40.5,2024,9
-112.44,30.77,CABORCA,SON,Caborca Son. SMN*,23.0,40.5,2024,9
-111.72,29.06,DOLORES,SON,Dolores Jam Son. REMAS*,23.6,40.6,2024,9
-111.26,28.98,SANTONINO,SON,Santo Niï¿½o Son. REMAS*,23.7,40.5,2024,9
-111.59,28.98,ELROSARIO2SO,SON,El Rosario 2 Son. REMAS*,24.0,40.3,2024,9
-110.16,27.32,BLOCK1213,SON,Block 1213 Son. REMAS*,23.1,37.8,2024,9
-113.54,31.3,PTOPENASCOob,SON,Observatorio de Puerto Peï¿½asco Son. SMN*,26.8,32.9,2024,9
-109.64,28.98,PECSO,SON,Plutarco Elï¿½as Calles Son.,20.7,43.0,2024,9
-110.4,28.43,IRASO,SON,Ignacio R. Alatorre Son.,21.1,38.6,2024,9
-109.75,27.12,BLOCK228,SON,Block 228 Son.  REMAS*,23.0,39.0,2024,9
-110.24,28.71,SJPSO,SON,San Josï¿½ de Pimas Son.,20.8,40.1,2024,9
-110.55,27.58,GUAYMASMAR,SON,Guaymas Son. SEMAR*,28.5,35.2,2024,9
-110.14,29.67,BAVIACORA,SON,Baviï¿½cora Son. REMAS*,17.1,39.1,2024,9
-111.4,30.61,LOMA,SON,La Loma Son. REMAS*,18.7,39.0,2024,9
-113.54,31.31,PTOPENASCOMAR,SON,Puerto Peï¿½asco Son. SEMAR*,25.2,35.3,2024,9
-108.97,26.8,CHINO,SON,Chino Gordo Son. REMAS*,20.8,40.2,2024,9
-109.58,26.96,CAMPO20,SON,Campo el 20 Son. REMAS*,23.1,38.8,2024,9
-111.15,30.54,TIERRAVIEJA,SON,Campo Tierra Vieja Son.REMAS*,18.1,39.3,2024,9
-114.97,32.3,BONFIL,SON,Despepite Bonfil Nuevo Leï¿½n Son. REMAS*,21.6,41.1,2024,9
-111.76,29.24,CHIPILON,SON,Chipilï¿½n Son. REMAS*,23.7,40.9,2024,9
-109.53,26.81,REGLA,SON,La Regla Son. REMAS*,23.8,38.7,2024,9
-111.23,30.05,CARRIZO,SON,El Carrizo Son. REMAS*,17.6,37.8,2024,9
-110.26,27.28,BLOCK1423,SON,Block 1423 Son. REMAS*,23.5,37.0,2024,9
-109.5,29.53,TPCSO,SON,Tepache Son.,21.1,43.3,2024,9
-110.57,29.71,RAYSO,SON,Rayï¿½n Son.,20.2,40.3,2024,9
-109.5,26.91,TRESCARLOS,SON,Tres Carlos Son. INIFAP*,22.9,38.6,2024,9
-108.94,27.02,ALASO,SON,Alamos Son. SMN*,22.0,37.1,2024,9
-108.94,27.02,ALMSO,SON,Alamos Son.,21.8,37.2,2024,9
-109.69,27.03,BUAYSIACOBE,SON,Buaysiacobe Son. INIFAP*,22.9,38.1,2024,9
-109.4,27.13,TESIA,SON,Tesia Son.  INIFAP*,22.7,40.1,2024,9
-109.71,27.21,BLOCK1730,SON,Block 1730 Son. INIFAP*,22.3,40.2,2024,9
-109.11,27.23,ARCSO,SON,Adolfo Ruiz Cortines Son.,24.8,40.1,2024,9
-109.84,27.28,BLOCK1418,SON,Block 1418 Son. INIFAP*,22.5,38.4,2024,9
-109.93,27.37,OBOSO,SON,Observatorio Cd. Obregï¿½n Son.,23.2,39.5,2024,9
-110.1,27.41,BLOCK609,SON,Block 609 Son. INIFAP*,22.5,38.7,2024,9
-109.93,27.5,COBSO,SON,Ciudad Obregï¿½n Son.,23.6,40.0,2024,9
-110.12,27.51,BLOCK111,SON,Block 111 Son. INIFAP*,22.4,39.2,2024,9
-110.01,27.55,PELJAZMIN,SON,Predio El Jazmï¿½n Son. INIFAP*,22.6,39.3,2024,9
-109.89,27.82,AOBSO,SON,Alvaro Obregï¿½n Son.,24.5,39.7,2024,9
-111.25,28.31,SAHUARALA,SON,Sahuaral Son. INIFAP*,24.0,38.3,2024,9
-111.56,28.61,PERICOI,SON,Perico 1 Son. INIFAP*,23.6,38.2,2024,9
-111.36,28.79,ELBERVANO,SON,El Bervano Son. INIFAP*,22.9,40.2,2024,9
-114.93,32.41,MOCTEZUMA,SON,Moctezuma Son. INIFAP*,20.6,40.8,2024,9
-92.75,17.38,OXOTB,TAB,Oxolotï¿½n Tab.,25.0,35.2,2024,9
-91.48,17.43,BDCTB,TAB,Boca del Cerro Tab.,23.4,34.6,2024,9
-92.97,17.57,TEATB,TAB,Teapa Tab.,24.1,34.4,2024,9
-92.94,17.57,PUYTB,TAB,Puyacatengo Tab.,24.0,33.8,2024,9
-92.6,17.77,MACTB,TAB,Macuspana Tab.,24.5,34.8,2024,9
-93.38,18.0,CARTB,TAB,Cï¿½rdenas Tab.,24.6,35.3,2024,9
-92.88,17.85,PNVTB,TAB,Pueblo Nuevo Tab.,23.8,34.1,2024,9
-93.0,17.98,GONTB,TAB,Gonzï¿½lez Tab.,24.0,34.2,2024,9
-93.28,18.0,SAMTB,TAB,Samaria Tab.,23.7,34.1,2024,9
-92.92,17.98,EMUTB,TAB,Villahermosa Muelle Tab.,25.9,34.9,2024,9
-92.81,18.04,EPOTB,TAB,El Porvenir Tab.,24.3,34.0,2024,9
-93.33,18.42,PARAISO,TAB,Paraï¿½so Tab. SMN*,26.6,34.1,2024,9
-92.78,17.46,TAPTB,TAB,Tapijulapa Tab.,23.8,34.4,2024,9
-91.16,17.79,SPTTB,TAB,San Pedro Tab.,26.3,35.8,2024,9
-92.82,18.0,MMVA,TAB,Aeropuerto Internacional de Villahermosa Tab.*,24.8,33.7,2024,9
-91.23,17.29,CUSUMACINTA,TAB,Caï¿½ï¿½n Usumacinta Tab. SMN*,23.2,35.3,2024,9
-93.62,18.18,POBLADOC11,TAB,Poblado C11 Tab. SGT*,25.9,34.0,2024,9
-92.65,18.41,PCENTLA,TAB,Pantanos de Centla Tab. SMN*,25.6,35.3,2024,9
-92.15,18.52,FRONTERAmar,TAB,Frontera Tab. SEMAR*,26.2,33.8,2024,9
-99.27,24.02,STETP,TAMP,Santa Engracia Tamps.,22.4,33.1,2024,9
-97.88,22.24,TMPTP,TAMP,Tampico Tamps.,25.8,33.9,2024,9
-97.84,22.28,MDRTP,TAMP,Madero Tamps.,26.9,34.1,2024,9
-97.93,22.39,BALTP,TAMP,Bombas Altamira Tamps.,25.6,34.1,2024,9
-98.42,22.41,TMSTP,TAMP,Tamesï¿½ Tamps.,23.8,33.8,2024,9
-98.69,22.6,ERCTP,TAMP,Estudiante Ramiro Caballero Dorantes Tamps.,25.4,35.2,2024,9
-98.87,22.78,SDATP,TAMP,Saca de Agua Tamps.,24.0,33.0,2024,9
-98.71,22.8,MGSTP,TAMP,Magiscatzï¿½n Dos Tamps.,23.1,33.5,2024,9
-99.12,22.85,LSRTP,TAMP,La Servilleta Tamps.,22.0,33.0,2024,9
-99.03,22.84,RFRTP,TAMP,Rï¿½o Frï¿½o Tamps.,24.8,35.2,2024,9
-98.79,22.94,SLZTP,TAMP,Lic. Emilio Portes Gil Tamps.,23.4,34.1,2024,9
-99.09,23.03,SBNTP,TAMP,Sabinas Tamps.,19.7,31.2,2024,9
-98.79,23.09,SGBTP,TAMP,San Gabriel Tamps.,23.4,34.8,2024,9
-97.99,23.26,RSPTP,TAMP,Repï¿½blica Espaï¿½ola Tamps.,24.5,34.1,2024,9
-99.08,23.38,ENNTP,TAMP,La Encantada Tamps.,22.2,30.9,2024,9
-99.17,23.72,CVCTP,TAMP,Observatorio de Ciudad Victoria Tamps.,23.1,33.4,2024,9
-98.75,23.73,PDMTP,TAMP,Paso de Molina Tamps.,23.4,35.8,2024,9
-98.67,23.96,VGRTP,TAMP,Vicente Guerrero Tamps.,23.5,35.0,2024,9
-98.9,24.04,PADTP,TAMP,Padilla Tamps.,25.3,36.4,2024,9
-98.39,24.07,ABSTP,TAMP,Abasolo Tamps.,24.5,34.7,2024,9
-99.12,24.08,BR1TP,TAMP,El Barretal Uno Tamps.,22.2,35.7,2024,9
-99.22,24.1,BRRTP,TAMP,El Barretal Tamps.,23.2,33.4,2024,9
-99.02,24.21,PILTP,TAMP,Pilï¿½n Tamps.,23.6,34.9,2024,9
-99.58,24.18,PVLTP,TAMP,Puerto de Valles Tamps.,21.2,29.4,2024,9
-99.56,24.25,PJMTP,TAMP,Pedro Josï¿½ Mï¿½ndez Tamps.,22.9,31.2,2024,9
-99.43,24.25,MHGTP,TAMP,Miguel Hidalgo Tamps.,22.3,33.6,2024,9
-99.55,24.57,MAGTP,TAMP,Magueyes Tamps.,20.9,31.4,2024,9
-98.16,24.84,FDOTP,TAMP,San Fernando Tamps.,24.1,33.0,2024,9
-97.82,25.97,CONTP,TAMP,Control Tamps.,24.3,32.7,2024,9
-97.8,25.7,VHMTP,TAMP,Valle Hermoso Tamps.,24.8,32.9,2024,9
-97.8,25.8,PANTP,TAMP,Pueblo Anï¿½huac Tamps.,24.3,32.7,2024,9
-97.52,25.83,MATTP,TAMP,Matamoros Tamps.,24.8,32.5,2024,9
-97.8,25.91,VCATP,TAMP,Villa Cï¿½rdenas Tamps.,24.3,32.7,2024,9
